キーワード,日付と時刻,ソース,イベント ID,タスクのカテゴリ
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x6213a

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		389
	宛先アドレス:	192.168.16.1
	宛先ポート:		60070
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		1008
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	送信元アドレス:		0.0.0.0
	ソース ポート:		60070
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	36"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x620ef
	ログオン GUID:		{2B43E638-6FC2-9696-BF3E-5595990FEEB4}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	::1
	ソース ポート:		0

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x620ef

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x62038
	ログオン GUID:		{D299C348-4E57-DF65-1081-3567593EDAE7}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	fe80::4888:72d0:4f06:d1a1
	ソース ポート:		60069

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x62038

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		389
	宛先アドレス:	fe80::4888:72d0:4f06:d1a1
	宛先ポート:		60069
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	6
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
成功の監査,2019/11/07 15:04:46,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		1008
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		60069
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		53063
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		224.0.0.252
	ソース ポート:		5355
	宛先アドレス:	192.168.16.112
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5157,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続がブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
失敗の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5152,フィルタリング プラットフォーム パケットのドロップ,"Windows フィルタリング プラットフォームによってパケットがブロックされました。

アプリケーション情報:
	プロセス ID:		472
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		ff02::1:3
	ソース ポート:		5355
	宛先アドレス:	fe80::75a8:5983:dfe3:efd3
	宛先ポート:		50381
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
成功の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		送信
	送信元アドレス:		192.168.16.1
	ソース ポート:		49230
	宛先アドレス:	198.41.0.4
	宛先ポート:		53
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66285
	レイヤ名:		接続
	レイヤの実行時 ID:	48"
成功の監査,2019/11/07 15:04:44,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		1432
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dns.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		192.168.16.1
	ソース ポート:		53
	宛先アドレス:	192.168.16.109
	宛先ポート:		50211
	プロトコル:		17

フィルタ情報:
	フィルタの実行時 ID:	66276
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	44"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61f59

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61f59
	ログオン GUID:		{6080BA4C-561A-2B0B-B9B5-8D5B41067B87}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	fe80::4888:72d0:4f06:d1a1
	ソース ポート:		60068

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61f59

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		389
	宛先アドレス:	fe80::4888:72d0:4f06:d1a1
	宛先ポート:		60068
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	6
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		1388
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dfsrs.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		60068
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4634,ログオフ,"アカウントがログオフしました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61ee8

ログオン タイプ:			3

このイベントは、ログオン セッションが破棄された場合に生成されます。これは、ログオン ID の値を使用して、ログオン イベントに関連付けられる場合があります。ログオン ID は、同一コンピュータが次に再起動するまでの間のみ一意です。"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4624,ログオン,"アカウントが正常にログオンしました。

サブジェクト:
	セキュリティ ID:		NULL SID
	アカウント名:		-
	アカウント ドメイン:		-
	ログオン ID:		0x0

ログオン タイプ:			3

新しいログオン:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61ee8
	ログオン GUID:		{6080BA4C-561A-2B0B-B9B5-8D5B41067B87}

プロセス情報:
	プロセス ID:		0x0
	プロセス名:		-

ネットワーク情報:
	ワークステーション名:	
	ソース ネットワーク アドレス:	fe80::4888:72d0:4f06:d1a1
	ソース ポート:		60067

詳細な認証情報:
	ログオン プロセス:		Kerberos
	認証パッケージ:	Kerberos
	移行されたサービス:	-
	パッケージ名 (NTLM のみ):	-
	キーの長さ:		0

このイベントは、ログオン セッションの作成時に生成されます。このイベントは、アクセス先のコンピュータで生成されます。

サブジェクトのフィールドは、ログオンを要求したローカル システム上のアカウントを示します。これはサーバー サービスなどのサービスまたは Winlogon.exe や Services.exe などのローカル プロセスであることが最も一般的です。

ログオン タイプのフィールドは、発生したログオンの種類を示します。最も一般的なタイプは、2 (対話型) と 3 (ネットワーク) です。

新しいログオンのフィールドは、新しいログオンを作成するアカウント、つまりログオン先のアカウントを示します。

ネットワークのフィールドは、リモート ログオン要求の送信元を示します。ワークステーション名は常に表示されるとは限らず、場合によっては空白のままであることがあります。

認証情報のフィールドは、この特定のログオン要求に関する詳細情報を示します。
	- ログオン GUID は、このイベントを KDC イベントに関連付ける場合に使用できる一意の識別子です。
	- 移行されたサービスは、このログオン要求に関与した中間サービスを示します。
	- パッケージ名は、NTLM プロトコルのうち使用されたサブプロトコルを示します。
	- キーの長さは、生成されたセッション キーの長さを示します。これは、セッション キーが要求されなかった場合は 0 になります。"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,4672,特殊なログオン,"新しいログオンに特権が割り当てられました。

サブジェクト:
	セキュリティ ID:		SYSTEM
	アカウント名:		WIN-WFBHIBE5GXZ$
	アカウント ドメイン:		EXAMPLE
	ログオン ID:		0x61ee8

特権:		SeSecurityPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeTakeOwnershipPrivilege
			SeDebugPrivilege
			SeSystemEnvironmentPrivilege
			SeLoadDriverPrivilege
			SeImpersonatePrivilege
			SeEnableDelegationPrivilege"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		572
	アプリケーション名:	\device\harddiskvolume1\windows\system32\lsass.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		389
	宛先アドレス:	fe80::4888:72d0:4f06:d1a1
	宛先ポート:		60067
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	6
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		1388
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dfsrs.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		60067
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5156,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、接続が許可されました。

アプリケーション情報:
	プロセス ID:		892
	アプリケーション名:	\device\harddiskvolume1\windows\system32\svchost.exe

ネットワーク情報:
	方向:		着信
	送信元アドレス:		fe80::4888:72d0:4f06:d1a1
	ソース ポート:		135
	宛先アドレス:	fe80::4888:72d0:4f06:d1a1
	宛先ポート:		60066
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	6
	レイヤ名:		受信/承諾
	レイヤの実行時 ID:	46"
成功の監査,2019/11/07 15:04:43,Microsoft-Windows-Security-Auditing,5158,フィルタリング プラットフォームの接続,"Windows フィルタリング プラットフォームで、ローカル ポートへのバインドが許可されました。

アプリケーション情報:
	プロセス ID:		1388
	アプリケーション名:	\device\harddiskvolume1\windows\system32\dfsrs.exe

ネットワーク情報:
	送信元アドレス:		::
	ソース ポート:		60066
	プロトコル:		6

フィルタ情報:
	フィルタの実行時 ID:	0
	レイヤ名:		リソース割り当て
	レイヤの実行時 ID:	38"
